habitaciones;baños;precio;link_inmueble;metros_cuadrados;anunciante;zona;tipo_de_operacion;web;zona_metadata
4;2;187500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero-ascensor-patio-no-amueblado/183941609/d;163.0;INMOBILIARIA NORTE;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;110000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-ascensor/187215055/d;104.0;Sofia Paños Servicios Inmobiliarios;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;235000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-patio/187079003/d;160.0;COEM INNOVA SL;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-patio-television-internet-no-amueblado/159812500/d;100.0;ximo;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;455000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-trastero-ascensor-amueblado/177276061/d;138.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor/186469121/d;120.0;INMOBILIARIA NORTE;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;109000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-trastero-ascensor-no-amueblado/186290934/d;87.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
6;1;190000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor/183108107/d;268.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;80000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/jardin-terraza-trastero-patio-amueblado-television/185424340/d;80.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;198000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-amueblado/184671272/d;50.0;Fco A García;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;230000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-piscina/187313362/d;140.0;Sofia Paños Servicios Inmobiliarios;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;100000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero/187277388/d;83.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-ascensor-no-amueblado/186972260/d;150.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;110000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-trastero-ascensor-no-amueblado/186094825/d;95.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;175000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-trastero-ascensor-patio/185869149/d;145.0;INMOBILIARIA OLCINA;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-trastero-ascensor-amueblado/186106318/d;190.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;80000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-amueblado/163372722/d;85.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;120000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza/163508559/d;100.0;Aaron;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;300000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-ascensor/179462628/d;160.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;69500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero/187277482/d;90.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;32600.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza/187237775/d;59.0;Century 21 Plaza;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;1;229000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-jardin-terraza-trastero-amueblado-television/186774288/d;354.0;GESTOR DE PROPIEDADES ANDREAS;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;90000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-ascensor/186975506/d;104.0;Clikalia España;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;148000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-ascensor-no-amueblado/181187449/d;120.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;72000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-amueblado/177686353/d;90.0;GESTORES INMOBILIARIOS;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-trastero-ascensor/186044373/d;100.0;inmobiliaria aracil;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;75000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/184325128/d;70.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;87000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/186967841/d;90.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;153000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-ascensor-amueblado/186928050/d;85.0;COEM INNOVA SL;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;380000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-jardin-terraza-trastero-piscina/185882799/d;258.0;Kapitalia Inmobiliaria;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;121999.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-ascensor/186881169/d;115.0;INMOBILIARIA OLCINA;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;179000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking/186991401/d;138.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;149990.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-ascensor-amueblado/185126477/d;95.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;179000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking/186839546/d;138.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;110000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza-trastero-ascensor-amueblado/181388541/d;130.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;89000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero/159650734/d;130.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;142800.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-ascensor-amueblado/181392984/d;120.0;COEM INNOVA SL;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;2;175000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero-ascensor/187277407/d;90.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;A consultar;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-patio/186991861/d;Desconocido;Particular;Desconocido;Venta;Fotocasa;
3;0;1200000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/185743751/d;400.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;345000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-jardin-piscina/185186476/d;380.0;COEM INNOVA SL;Alcoi / Batoi;Venta;Fotocasa;"{""barrio"": ""Batoi"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;2;160000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-ascensor/185767648/d;85.0;inmobiliaria aracil;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;3;140000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-ascensor-no-amueblado/186490960/d;150.0;GESTORES INMOBILIARIOS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;129000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-terraza-ascensor/186052825/d;140.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;155000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor-amueblado/165498511/d;150.0;INMOBILIARIA NORTE;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;165000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-trastero-amueblado/179105508/d;135.0;INMOBILIARIA NORTE;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;100000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-trastero/187251658/d;83.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;4;361305.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-terraza-patio/185679324/d;600.0;Kapitalia Inmobiliaria;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-trastero-ascensor-amueblado/186774204/d;100.0;GESTOR DE PROPIEDADES ANDREAS;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;153000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-trastero/186595336/d;100.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;125000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-trastero-ascensor-no-amueblado/184622734/d;100.0;inmobiliaria aracil;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;200000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/no-amueblado/163024196/d;145.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;159000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-ascensor-no-amueblado/184624029/d;160.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;96900.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-ascensor-amueblado/185727525/d;65.0;COEM INNOVA SL;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;70000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-television-internet/178924856/d;65.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;60000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/184794537/d;107.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;60000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/centre-zona-alta/182178761/d;107.0;Solvia inmobiliaria;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;380000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-internet/183756511/d;260.0;NEXT STEP PROPERTIES;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
5;2;355000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-trastero-patio-piscina/163851234/d;365.0;inmobiliaria aracil;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;104690.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/185168632/d;104.0;SUFINCA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
1;1;84000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-no-amueblado/185168629/d;98.0;SUFINCA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;1;69500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero/187251674/d;90.0;Inmobiliaria Sanchéz;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;185000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/parking-terraza-ascensor-no-amueblado/183148548/d;144.0;GESTORES INMOBILIARIOS;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;89500.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/ascensor-amueblado/187103324/d;90.0;NUEVO FADRELL;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;32600.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza/184984863/d;59.0;Hipoges;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;2;154000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-ascensor-piscina-no-amueblado/184439387/d;82.0;INMOBILIARIA CANTO;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;85000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-trastero-amueblado-television/160292556/d;85.0;Particular;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
2;1;102700.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/terraza/165587659/d;100.0;Particular;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;1;159000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-terraza-ascensor/185745275/d;129.0;inmobiliaria aracil;Alcoi / Santa Rosa;Venta;Fotocasa;"{""barrio"": ""Santa Rosa"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;3;700000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/calefaccion-parking-jardin-trastero/185118545/d;256.0;INMOBILIARIA OLCINA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;130000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/trastero-amueblado/186844220/d;96.0;NEXT HOME INMOBILIARIA;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
0;0;150000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-ascensor-no-amueblado/177331145/d;78.0;inmobiliaria aracil;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;385000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-terraza-trastero-ascensor/181879540/d;182.0;Kapitalia Inmobiliaria;Alcoi;Venta;Fotocasa;"{""barrio"": null, ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;170000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-terraza-trastero-no-amueblado/186143403/d;83.0;INMOBILIARIA CANTO;Alcoi / Zona Nord;Venta;Fotocasa;"{""barrio"": ""Zona Nord"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
4;2;295000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-calefaccion-parking-terraza-patio/185079860/d;120.0;Inmobiliaria Sanchéz;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
3;2;180000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/aire-acondicionado-parking-terraza-amueblado/183024916/d;128.0;COEM INNOVA SL;Alcoi / Centre - Zona Alta (Zona Alta);Venta;Fotocasa;"{""barrio"": ""Centre - Zona Alta"", ""extras"": [""Zona Alta""], ""municipio"": ""Alcoi"", ""subzona"": null}"
7;4;2590000.0;https://www.fotocasa.es/es/comprar/vivienda/alcoy-alcoi/eixample/185630431/d;450.0;MANSIONS.ES;Alcoi / Eixample;Venta;Fotocasa;"{""barrio"": ""Eixample"", ""extras"": [], ""municipio"": ""Alcoi"", ""subzona"": null}"
